URL,Current Page Title,Title Length,Current Meta Description,Meta Desc Length,Current H1,Current H1-2,Current H2-1,Current H2-2,H1 Count,Crawl Depth,Word Count,InLinks,Status Code,Indexable,Indexability Reason,Flags,Internal Use,New Slug,New Page Title,New Meta Description,New H1,Notes,Updated & Submitted
https://custommilestones.com/recovery-medallions,Recovery Medallions — Premium Sobriety Medallions | Custom Milestones,69,"Shop premium recovery medallions crafted from bronze, brass, and plated metals. Weighty, beautiful milestones tokens built to be carried for a lifetime.",152,Recovery Medallions,,What Makes a Medallion Different from a Chip?,Materials & Craftsmanship,1,2,732,12,200,Indexable,,,,,,,,,
https://custommilestones.com/resources/articles/aa-chips-vs-recovery-tokens,AA Chips vs. Recovery Tokens: Understanding the Tradition — Recovery Token Store,80,"Understand the difference between AA chips and recovery tokens. Learn about the color system, materials, and traditions behind sobriety milestones.",147,AA Chips vs. Recovery Tokens: Understanding the Tradition,,What Are AA Chips?,What Are Recovery Tokens?,1,2,1247,7,200,Indexable,,,,,,,,,
https://custommilestones.com/resources/articles/history-of-recovery-tokens,The History of Recovery Tokens & Challenge Coins — Recovery Token Store,71,"Discover the history of sobriety coins and recovery tokens, from military challenge coin origins to AA chips. Learn how these symbols of courage evolved.",153,The History of Recovery Tokens & Challenge Coins,,Origins in Military Challenge Coins,The Birth of AA Chips (1940s),1,2,1208,8,200,Indexable,,,,,,,,,
https://custommilestones.com/resources/articles/color-milestone-meanings,Recovery Milestone Colors and Their Meanings — Recovery Token Store,67,Learn what each color means in recovery tokens and sobriety coins — from white (new beginnings) to gold (long-term sobriety). The full color spectrum explained.,160,Color and Meaning: The Spectrum of Recovery Milestones,,A Language of Color,White: The Courage to Begin,1,2,1090,4,200,Indexable,,META LEN 160 (want 120-158),,,,,,,
https://custommilestones.com/resources/articles/how-recovery-tokens-are-made,How Recovery Tokens Are Made: Materials & Craftsmanship — Recovery Token Store,78,"Learn how sobriety coins and recovery tokens are made, from bronze die striking to silver and gold plating. Understand the materials and craftsmanship involved.",160,How Recovery Tokens Are Made: Materials & Craftsmanship,,The Art of Die Striking,Bronze: The Classic Choice,1,2,1146,6,200,Indexable,,META LEN 160 (want 120-158),,,,,,,
https://custommilestones.com/resources/articles/building-a-recovery-toolkit,Building a Recovery Toolkit | Recovery Token Store,50,"Build a comprehensive recovery toolkit with daily practices, support networks, physical anchors, coping strategies, and an emergency plan. Practical guide for every stage of recovery.",183,Building a Recovery Toolkit,,Your Daily Practices,Your Support Network,1,2,1573,1,200,Indexable,,META LEN 183 (want 120-158),,,,,,,
https://custommilestones.com/resources/articles/how-to-celebrate-recovery-milestone,How to Celebrate a Recovery Milestone | Recovery Token Store,60,"Discover meaningful ways to celebrate sobriety milestones. From personal rituals to group ceremonies, learn how to honor every step of your recovery journey.",157,How to Celebrate a Recovery Milestone,,Why Celebrating Matters,Ideas for Every Milestone,1,2,1483,5,200,Indexable,,,,,,,,,
https://custommilestones.com/resources/articles/mandala-token-design,The Mandala Token: Circles of Wholeness — Recovery Token Store,62,"Discover the symbolism behind the mandala recovery token design — concentric circles representing wholeness, balance, and the journey of recovery.",146,The Mandala Token: Circles of Wholeness,,The Mandala: An Ancient Symbol of Wholeness,Concentric Circles: Layers of Growth,1,2,854,5,200,Indexable,,,,,,,,,
https://custommilestones.com/resources/articles/serenity-prayer-token-design,The Serenity Prayer Token Design — Recovery Token Store,55,Discover the design story behind the Serenity Prayer recovery token — how timeless words were translated into a hand-cast bronze token for daily carry.,151,The Serenity Prayer Token: Words That Carry Weight,,The Most Spoken Words in Recovery,Typography as Art,1,2,843,3,200,Indexable,,,,,,,,,
https://custommilestones.com/resources/articles/sacred-geometry-token-design,Sacred Geometry in Recovery Token Design — Recovery Token Store,63,"Explore how sacred geometry patterns — the Flower of Life, golden ratio, and more — are woven into recovery token designs as symbols of strength and order.",155,Sacred Geometry in Token Design: Patterns of Strength,,The Mathematics of Meaning,The Flower of Life,1,2,1145,4,200,Indexable,,,,,,,,,
https://custommilestones.com/resources/articles/science-behind-milestone-marking,The Science Behind Milestone Marking | Recovery Token Store,59,Discover the neuroscience and psychology behind why physical recovery tokens work. Learn how tangible milestones reinforce sobriety and support long-term recovery.,163,The Science Behind Milestone Marking,,The Psychology of Tangible Rewards,How the Brain Recovers,1,2,1451,2,200,Indexable,,META LEN 163 (want 120-158),,,,,,,
https://custommilestones.com/resources/articles/sunflower-token-design,The Sunflower Token: Growing Toward the Light — Recovery Token Store,68,"Learn about the sunflower recovery token — a symbol of hope, loyalty, and the courage to grow toward the light in your recovery journey.",136,The Sunflower Token: Growing Toward the Light,,Why the Sunflower?,A Symbol Across Cultures,1,2,783,3,200,Indexable,,,,,,,,,
https://custommilestones.com/resources/articles/supporting-someone-in-recovery,Supporting Someone in Recovery: A Practical Guide | Recovery Token Store,72,"Learn how to support a loved one in recovery. Practical advice on what to say, respecting boundaries, celebrating milestones, and taking care of yourself.",154,Supporting Someone in Recovery: A Practical Guide,,Understanding Recovery,What to Say (and What Not to Say),1,2,1434,1,200,Indexable,,,,,,,,,
https://custommilestones.com/resources/articles?category=Design+Spotlight,Recovery Token Articles — Custom Milestones,43,"Explore articles about recovery token history, craftsmanship, symbolism, and traditions. Learn about AA chips, sobriety coins, and the heritage behind every token.",163,Inside Our Designs,,Continue Your Journey,,1,2,470,1,200,Indexable,,DUPLICATE TITLE; META LEN 163 (want 120-158),,,,,,,
https://custommilestones.com/resources/articles/symbolism-in-token-design,Symbolism in Token Design: Every Detail Has Meaning — Recovery Token Store,74,"Learn the meaning behind recovery token symbols — circles, triangles, numbers, and more. Understand the deep symbolism in AA chips and sobriety coins.",150,Symbolism in Token Design: Every Detail Has Meaning,,The Circle: Wholeness and Unity,Numbers and Milestones,1,2,1132,10,200,Indexable,,,,,,,,,
https://custommilestones.com/resources/articles/why-bronze-casting,Why We Cast in Bronze — Recovery Token Store,44,"Learn why bronze is the ideal medium for recovery tokens — 5,000 years of heritage, natural warmth, and a living patina that evolves with your journey.",151,Bronze as a Medium: Why We Cast in Bronze,,Five Thousand Years of Bronze,The Properties of Bronze,1,2,977,3,200,Indexable,,,,,,,,,
https://custommilestones.com/resources/glossary/aa-chip,"What Is an AA Chip? — Colors, Meaning & Tradition | Custom Milestones",69,"Learn what AA chips are, what the colors mean, and how they're used in Alcoholics Anonymous meetings to celebrate sobriety milestones.",134,AA Chip,,Frequently Asked Questions,Related Terms,1,2,400,6,200,Indexable,,,,,,,,,
https://custommilestones.com/resources/glossary/anniversary,What Is a Sobriety Anniversary? — Definition & Meaning | Custom Milestones,74,Learn what a sobriety anniversary is in recovery — the yearly celebration of continuous sobriety — and how it's celebrated with coins and community.,148,Anniversary,,Related Terms,,1,2,436,3,200,Indexable,,,,,,,,,
https://custommilestones.com/resources/glossary/clean-time,What Is Clean Time? — Definition & Meaning | Custom Milestones,62,"Learn what clean time means in recovery, how it's calculated, and why celebrating clean time milestones matters for long-term sobriety.",135,Clean Time,,Related Terms,,1,2,407,8,200,Indexable,,,,,,,,,
https://custommilestones.com/resources/glossary/fellowship,What Is Fellowship in Recovery? — Definition & Meaning | Custom Milestones,74,Learn what fellowship means in AA and NA recovery — the community of people supporting each other in sobriety — and why community is essential to lasting recovery.,163,Fellowship,,Related Terms,,1,2,452,3,200,Indexable,,META LEN 163 (want 120-158),,,,,,,
https://custommilestones.com/resources/glossary/desire-chip,What Is a Desire Chip? — Definition & Meaning | Custom Milestones,65,Learn what a desire chip is in AA recovery — the first chip picked up to declare the desire to stop drinking — and its significance in the sobriety journey.,156,Desire Chip,,Frequently Asked Questions,Related Terms,1,2,468,1,200,Indexable,,,,,,,,,
https://custommilestones.com/resources/glossary/higher-power,What Is a Higher Power in Recovery? — Definition & Meaning | Custom Milestones,78,"Learn what ""higher power"" means in 12-step recovery programs — a personal spiritual concept that supports surrender and long-term sobriety.",139,Higher Power,,Frequently Asked Questions,Related Terms,1,2,507,2,200,Indexable,,,,,,,,,
https://custommilestones.com/resources/glossary/home-group,What Is a Home Group in Recovery? — Definition & Meaning | Custom Milestones,76,Learn what a home group is in AA and NA — the regular meeting a member considers their primary recovery community — and why it matters for long-term sobriety.,158,Home Group,,Related Terms,,1,2,440,4,200,Indexable,,,,,,,,,
https://custommilestones.com/resources/glossary/medallion,What Is a Recovery Medallion? — Definition & Meaning | Custom Milestones,72,Learn what a recovery medallion is — a premium metal token marking a sobriety milestone — and how it differs from a standard AA chip.,133,Medallion,,Related Terms,,1,2,442,1,200,Indexable,,,,,,,,,
https://custommilestones.com/resources/glossary/meeting,What Is a Recovery Meeting? — Definition & Meaning | Custom Milestones,70,Learn what a recovery meeting is in AA and NA — a gathering where people in recovery share experiences and support each other — and what to expect.,147,Meeting,,Frequently Asked Questions,Related Terms,1,2,475,3,200,Indexable,,,,,,,,,
https://custommilestones.com/resources/glossary/recovery,What Is Recovery? — Definition & Meaning | Custom Milestones,60,"Understand what recovery means in the context of addiction — the ongoing process of healing, growth, and building a fulfilling substance-free life.",147,Recovery,,Related Terms,,1,2,440,2,200,Indexable,,,,,,,,,
https://custommilestones.com/resources/glossary/one-day-at-a-time,"What Does ""One Day at a Time"" Mean? — Definition | Custom Milestones",68,"Learn what ""one day at a time"" means in recovery — the philosophy of focusing on today rather than the daunting prospect of lifelong sobriety.",142,One Day at a Time,,Related Terms,,1,2,489,2,200,Indexable,,,,,,,,,
https://custommilestones.com/resources/glossary/relapse,What Is a Relapse? — Definition & Meaning | Custom Milestones,61,Learn what relapse means in recovery — a return to substance use after a period of sobriety — and how to respond with compassion and renewed commitment.,152,Relapse,,Frequently Asked Questions,Related Terms,1,2,459,2,200,Indexable,,,,,,,,,
https://custommilestones.com/resources/glossary/serenity-prayer,What Is the Serenity Prayer? — Definition & Meaning | Custom Milestones,71,"Learn about the Serenity Prayer — the prayer recited at AA and NA meetings worldwide — its origin, meaning, and its connection to sobriety coins.",145,Serenity Prayer,,Frequently Asked Questions,Related Terms,1,2,488,2,200,Indexable,,,,,,,,,
https://custommilestones.com/resources/glossary/sobriety,What Is Sobriety? — Definition & Meaning | Custom Milestones,60,Learn what sobriety means in the context of recovery — the state of being free from alcohol and drugs and living a substance-free life.,135,Sobriety,,Frequently Asked Questions,Related Terms,1,2,419,4,200,Indexable,,,,,,,,,
https://custommilestones.com/resources/glossary/sponsee,What Is a Sponsee in Recovery? — Definition & Meaning | Custom Milestones,73,Learn what a sponsee is in 12-step recovery — a person being guided by a sponsor through the steps — and the role this relationship plays in sobriety.,150,Sponsee,,Related Terms,,1,2,455,2,200,Indexable,,,,,,,,,
https://custommilestones.com/resources/glossary/sobriety-date,What Is a Sobriety Date? — Definition & Meaning | Custom Milestones,67,Learn what a sobriety date is in recovery — the last day a person used substances — and why it's treasured as a personal milestone.,131,Sobriety Date,,Frequently Asked Questions,Related Terms,1,2,449,3,200,Indexable,,,,,,,,,
https://custommilestones.com/resources/glossary/sobriety-coin,What Is a Sobriety Coin? — Definition & History | Custom Milestones,67,"Learn what a sobriety coin is, its history in AA, and why recovery tokens matter. Comprehensive guide to sobriety coins, chips, and medallions.",143,Sobriety Coin,,Frequently Asked Questions,Related Terms,1,2,402,6,200,Indexable,,,,,,,,,
https://custommilestones.com/resources/glossary/sponsor,What Is a Sponsor in AA / NA? — Definition & Meaning | Custom Milestones,72,Learn what a sponsor is in 12-step recovery programs — an experienced member who guides a newcomer through the steps — and why sponsorship is central to recovery.,162,Sponsor,,Frequently Asked Questions,Related Terms,1,2,484,6,200,Indexable,,META LEN 162 (want 120-158),,,,,,,
https://custommilestones.com/resources/glossary/triggers,What Are Triggers in Recovery? — Definition & Meaning | Custom Milestones,73,"Learn what triggers are in addiction recovery — people, places, or situations that create urges to use — and how to manage them effectively.",140,Triggers,,Frequently Asked Questions,Related Terms,1,2,463,1,200,Indexable,,,,,,,,,
https://custommilestones.com/resources/glossary/twelve-steps,What Are the Twelve Steps? — Definition & Meaning | Custom Milestones,69,Learn what the 12 steps of recovery are — the foundational program of Alcoholics Anonymous — and how they guide people toward lasting sobriety.,143,Twelve Steps,,Frequently Asked Questions,Related Terms,1,2,483,6,200,Indexable,,,,,,,,,
https://custommilestones.com/search?q=Dia+de+los+Muertos,Search | Custom Milestones,26,"Search for recovery tokens, collections, and resources.",55,Search Our Collection,,,,1,2,230,1,200,Non-indexable,meta robots noindex,DUPLICATE TITLE; META LEN 55 (want 120-158); THIN (230w); NON-INDEXABLE (meta robots noindex),,,,,,,
https://custommilestones.com/search?q=Color+Printed,Search | Custom Milestones,26,"Search for recovery tokens, collections, and resources.",55,Search Our Collection,,,,1,2,230,1,200,Non-indexable,meta robots noindex,DUPLICATE TITLE; META LEN 55 (want 120-158); THIN (230w); NON-INDEXABLE (meta robots noindex),,,,,,,
https://custommilestones.com/search?q=7+Deadly+Sinz,Search | Custom Milestones,26,"Search for recovery tokens, collections, and resources.",55,Search Our Collection,,,,1,2,230,1,200,Non-indexable,meta robots noindex,DUPLICATE TITLE; META LEN 55 (want 120-158); THIN (230w); NON-INDEXABLE (meta robots noindex),,,,,,,
https://custommilestones.com/search?q=Gift+Sets,Search | Custom Milestones,26,"Search for recovery tokens, collections, and resources.",55,Search Our Collection,,,,1,2,295,1,200,Non-indexable,meta robots noindex,DUPLICATE TITLE; META LEN 55 (want 120-158); THIN (295w); NON-INDEXABLE (meta robots noindex),,,,,,,
https://custommilestones.com/search?q=Mandala,Search | Custom Milestones,26,"Search for recovery tokens, collections, and resources.",55,Search Our Collection,,,,1,2,238,1,200,Non-indexable,meta robots noindex,DUPLICATE TITLE; META LEN 55 (want 120-158); THIN (238w); NON-INDEXABLE (meta robots noindex),,,,,,,
https://custommilestones.com/search?q=Sunflower,Search | Custom Milestones,26,"Search for recovery tokens, collections, and resources.",55,Search Our Collection,,,,1,2,239,1,200,Non-indexable,meta robots noindex,DUPLICATE TITLE; META LEN 55 (want 120-158); THIN (239w); NON-INDEXABLE (meta robots noindex),,,,,,,
https://custommilestones.com/sobriety-coins,Sobriety Coins — Premium Recovery Tokens | Custom Milestones,60,Shop handcrafted sobriety coins and recovery tokens. Premium quality chips celebrating every milestone from 24 hours to 25+ years. Free shipping.,145,Sobriety Coins,,What Are Sobriety Coins?,Why Sobriety Coins Matter,1,2,681,20,200,Indexable,,,,,,,,,
https://custommilestones.com/2-year-sobriety-coin,2 Year Sobriety Coin — Two Years of New Life | Custom Milestones,64,"Celebrate 2 years of sobriety with a premium recovery coin. Two years of building a new life, one day at a time. Free shipping on all orders.",141,2 Year Sobriety Coin,,What 2 Years Means,What Two Years of Sobriety Means,1,3,675,1,200,Indexable,,,,,,,,,
https://custommilestones.com/9-month-sobriety-coin,9 Month Sobriety Coin — The Home Stretch to One Year | Custom Milestones,72,Celebrate 9 months sober with a premium dark blue recovery coin. The home stretch to one year — nine months of strength and transformation.,139,9 Month Sobriety Coin,,What 9 Months Means,Nine Months: The Quiet Strength of Recovery,1,3,688,1,200,Indexable,,,,,,,,,
https://custommilestones.com/aa-chip-colors,AA Chip Colors & Meanings — Complete Color Guide | Custom Milestones,68,The complete guide to AA chip colors and what each one means. White through bronze — learn the sobriety milestone color system used in AA meetings.,147,AA Chip Colors & Meanings,,AA Chip Colors in Order,Why Chip Colors Matter,1,3,902,4,200,Indexable,,,,,,,,,
https://custommilestones.com/90-day-sobriety-coin,90 Day Sobriety Coin — 3 Months of Recovery | Custom Milestones,63,Celebrate 90 days sober with a premium recovery coin. The 90-day chip marks a major milestone in early recovery. Free shipping on all orders.,141,90 Day Sobriety Coin,,What 90 Days Means,Why 90 Days Matters,1,3,631,2,200,Indexable,,,,,,,,,
https://custommilestones.com/24-hour-chip,24 Hour Sobriety Chip — The First Step | Custom Milestones,58,The 24 hour chip marks the most important day — day one. Shop premium 24-hour sobriety coins and desire chips that honor the courage to begin.,142,24 Hour Sobriety Chip,,What 24 Hours Means,What Is a 24 Hour Chip?,1,3,656,1,200,Indexable,,,,,,,,,
https://custommilestones.com/alcoholics-anonymous-sobriety-coins,Alcoholics Anonymous Sobriety Coins — Premium Recovery Chips | Custom Milestones,80,"Shop premium Alcoholics Anonymous sobriety coins. The full history of AA's chip tradition from 1935 Akron to today, and handcrafted coins for every milestone.",158,Alcoholics Anonymous Sobriety Coins,,What Are Alcoholics Anonymous Sobriety Coins?,Can't find exactly what you want? Create your own.,1,3,1450,2,200,Indexable,,,,,,,,,
https://custommilestones.com/collections/color-tokens,,0,,0,404,,,,1,3,20,1,404,Non-indexable,status 404,MISSING TITLE; MISSING META; THIN (20w); NON-INDEXABLE (status 404),,,,,,,
https://custommilestones.com/collections/bronze-tokens,,0,,0,404,,,,1,3,20,4,404,Non-indexable,status 404,MISSING TITLE; MISSING META; THIN (20w); NON-INDEXABLE (status 404),,,,,,,
https://custommilestones.com/collections/custom-tokens,,0,,0,404,,,,1,3,20,4,404,Non-indexable,status 404,MISSING TITLE; MISSING META; THIN (20w); NON-INDEXABLE (status 404),,,,,,,
https://custommilestones.com/products/cant-stop-token,Can't Stop Token | Custom Milestones,36,"This handcrafted Narcotics Anonymous Can't Stop medallion features detailed 3D engraving on solid brass, symbolizing growth, hope, and recovery. Customizable with clean time and meaningful quotes, it’s a timeless keepsake honoring one day—or many years—at a time.",263,Can't Stop Token,,About This Token,About This Token,1,3,865,1,200,Indexable,,META LEN 263 (want 120-158),,,,,,,
https://custommilestones.com/products/bear-token?_pos=2&_sid=35e0af2f0&_ss=r&q=Gift%2520Sets,Bear Token | Custom Milestones,30,"This handcrafted recovery Bear medallion features detailed 3D engraving on solid brass, symbolizing growth, hope, and recovery. Customizable with clean time and meaningful quotes, it’s a timeless keepsake honoring one day—or many years—at a time.",246,Bear Token,,About This Token,About This Token,1,3,853,1,200,Non-indexable,canonical → https://custommilestones.com/products/bear-token,META LEN 246 (want 120-158); NON-INDEXABLE (canonical → https://custommilestones.com/products/bear-token),,,,,,,
https://custommilestones.com/products/dopeless-allstar-token?_pos=8&_sid=35e0af2f0&_ss=r&q=Gift%2520Sets,Dopeless Allstar Token | Custom Milestones,42,"This handcrafted Narcotics Anonymous Dopeless Allstar medallion features detailed 3D engraving on solid brass, symbolizing growth, hope, and recovery. Customizable with clean time and meaningful quotes, it’s a timeless keepsake honoring one day—or many years—at a time.",269,Dopeless Allstar Token,,About This Token,About This Token,1,3,860,1,200,Non-indexable,canonical → https://custommilestones.com/products/dopeless-allstar-token,DUPLICATE TITLE; META LEN 269 (want 120-158); NON-INDEXABLE (canonical → https://custommilestones.com/products/dopeless-allstar-token),,,,,,,
https://custommilestones.com/products/heaven-hell-token?_pos=10&_sid=35e0af2f0&_ss=r&q=Gift%2520Sets,Heaven & Hell Token | Custom Milestones,39,"A beautifully crafted color recovery medallion featuring an intricate engraved design, created to celebrate and honor time in recovery. This solid brass coin can be customized with years or days clean, making it a meaningful keepsake for milestones along the journey.",267,Heaven & Hell Token,,About This Token,About This Token,1,3,862,1,200,Non-indexable,canonical → https://custommilestones.com/products/heaven-hell-token,DUPLICATE TITLE; META LEN 267 (want 120-158); NON-INDEXABLE (canonical → https://custommilestones.com/products/heaven-hell-token),,,,,,,
https://custommilestones.com/products/glass-heart-token?_pos=7&_sid=35e0af2f0&_ss=r&q=Gift%2520Sets,Glass Heart Token | Custom Milestones,37,"A beautifully crafted color recovery medallion featuring an intricate engraved design, created to celebrate and honor time in recovery. This solid brass coin can be customized with years or days clean, making it a meaningful keepsake for milestones along the journey.",267,Glass Heart Token,,About This Token,About This Token,1,3,862,1,200,Non-indexable,canonical → https://custommilestones.com/products/glass-heart-token,DUPLICATE TITLE; META LEN 267 (want 120-158); NON-INDEXABLE (canonical → https://custommilestones.com/products/glass-heart-token),,,,,,,
https://custommilestones.com/products/live-clean-token?_pos=3&_sid=35e0af2f0&_ss=r&q=Gift%2520Sets,Live Clean Or Die Token | Custom Milestones,43,"This handcrafted Narcotics Anonymous Live Clean medallion features detailed 3D engraving on solid brass, symbolizing growth, hope, and recovery. Customizable with clean time and meaningful quotes, it’s a timeless keepsake honoring one day—or many years—at a time.",263,Live Clean Or Die Token,,About This Token,About This Token,1,3,863,1,200,Non-indexable,canonical → https://custommilestones.com/products/live-clean-token,DUPLICATE TITLE; META LEN 263 (want 120-158); NON-INDEXABLE (canonical → https://custommilestones.com/products/live-clean-token),,,,,,,
https://custommilestones.com/products/one-night-token?_pos=1&_sid=35e0af2f0&_ss=r&q=Gift%2520Sets,One Night Token | Custom Milestones,35,"This handcrafted Narcotics Anonymous One Night medallion features detailed 3D engraving on solid brass, symbolizing growth, hope, and recovery. Customizable with clean time and meaningful quotes, it’s a timeless keepsake honoring one day—or many years—at a time.",262,One Night Token,,About This Token,About This Token,1,3,860,1,200,Non-indexable,canonical → https://custommilestones.com/products/one-night-token,META LEN 262 (want 120-158); NON-INDEXABLE (canonical → https://custommilestones.com/products/one-night-token),,,,,,,
https://custommilestones.com/products/ship-token,Ship Token | Custom Milestones,30,"This handcrafted Narcotics Anonymous Ship medallion features detailed 3D engraving on solid brass, symbolizing growth, hope, and recovery. Customizable with clean time and meaningful quotes, it’s a timeless keepsake honoring one day—or many years—at a time.",257,Ship Token,,About This Token,About This Token,1,3,855,1,200,Indexable,,DUPLICATE TITLE; META LEN 257 (want 120-158),,,,,,,
https://custommilestones.com/products/skull-spider-token?_pos=12&_sid=35e0af2f0&_ss=r&q=Gift%2520Sets,Skull & Spider Token | Custom Milestones,40,"This handcrafted Narcotics Anonymous Skull & Spider medallion features detailed 3D engraving on solid brass, symbolizing growth, hope, and recovery. Customizable with clean time and meaningful quotes, it’s a timeless keepsake honoring one day—or many years—at a time.",267,Skull & Spider Token,,About This Token,About This Token,1,3,860,1,200,Non-indexable,canonical → https://custommilestones.com/products/skull-spider-token,DUPLICATE TITLE; META LEN 267 (want 120-158); NON-INDEXABLE (canonical → https://custommilestones.com/products/skull-spider-token),,,,,,,
https://custommilestones.com/products/ship-token?_pos=4&_sid=35e0af2f0&_ss=r&q=Gift%2520Sets,Ship Token | Custom Milestones,30,"This handcrafted Narcotics Anonymous Ship medallion features detailed 3D engraving on solid brass, symbolizing growth, hope, and recovery. Customizable with clean time and meaningful quotes, it’s a timeless keepsake honoring one day—or many years—at a time.",257,Ship Token,,About This Token,About This Token,1,3,855,1,200,Non-indexable,canonical → https://custommilestones.com/products/ship-token,DUPLICATE TITLE; META LEN 257 (want 120-158); NON-INDEXABLE (canonical → https://custommilestones.com/products/ship-token),,,,,,,
https://custommilestones.com/products/skull-and-flowers-token?_pos=9&_sid=35e0af2f0&_ss=r&q=Gift%2520Sets,Skull & Flowers Token | Custom Milestones,41,"This handcrafted Narcotics Anonymous Skull & Flowers medallion features detailed 3D engraving on solid brass, symbolizing growth, hope, and recovery. Customizable with clean time and meaningful quotes, it’s a timeless keepsake honoring one day—or many years—at a time.",268,Skull & Flowers Token,,About This Token,About This Token,1,3,860,1,200,Non-indexable,canonical → https://custommilestones.com/products/skull-and-flowers-token,DUPLICATE TITLE; META LEN 268 (want 120-158); NON-INDEXABLE (canonical → https://custommilestones.com/products/skull-and-flowers-token),,,,,,,
https://custommilestones.com/products/spider-token?_pos=5&_sid=35e0af2f0&_ss=r&q=Gift%2520Sets,Spider Token | Custom Milestones,32,"This handcrafted Narcotics Anonymous Spider medallion features detailed 3D engraving on solid brass, symbolizing growth, hope, and recovery. Customizable with clean time and meaningful quotes, it’s a timeless keepsake honoring one day—or many years—at a time.",259,Spider Token,,About This Token,About This Token,1,3,855,1,200,Non-indexable,canonical → https://custommilestones.com/products/spider-token,META LEN 259 (want 120-158); NON-INDEXABLE (canonical → https://custommilestones.com/products/spider-token),,,,,,,
https://custommilestones.com/products/sun-moon-token?_pos=11&_sid=35e0af2f0&_ss=r&q=Gift%2520Sets,Sun & Moon Token | Custom Milestones,36,"A beautifully crafted color recovery medallion featuring an intricate engraved design, created to celebrate and honor time in recovery. This solid brass coin can be customized with years or days clean, making it a meaningful keepsake for milestones along the journey.",267,Sun & Moon Token,,About This Token,About This Token,1,3,862,1,200,Non-indexable,canonical → https://custommilestones.com/products/sun-moon-token,DUPLICATE TITLE; META LEN 267 (want 120-158); NON-INDEXABLE (canonical → https://custommilestones.com/products/sun-moon-token),,,,,,,
https://custommilestones.com/products/sunflower-token,,0,,0,404,,,,1,3,20,1,404,Non-indexable,status 404,MISSING TITLE; MISSING META; THIN (20w); NON-INDEXABLE (status 404),,,,,,,
https://custommilestones.com/products/the-mandala-token?_pos=1&_sid=8ed971691&_ss=r&q=Mandala,The Mandala Token | Custom Milestones,37,"A beautifully crafted recovery medallion featuring an intricate engraved design, created to celebrate and honor time in recovery. This solid brass coin can be customized with years or days clean, making it a meaningful keepsake for milestones along the journey.",261,The Mandala Token,,About This Token,About This Token,1,3,864,1,200,Non-indexable,canonical → https://custommilestones.com/products/the-mandala-token,DUPLICATE TITLE; META LEN 261 (want 120-158); NON-INDEXABLE (canonical → https://custommilestones.com/products/the-mandala-token),,,,,,,
https://custommilestones.com/products/the-mandala-token?_pos=6&_sid=35e0af2f0&_ss=r&q=Gift%2520Sets,The Mandala Token | Custom Milestones,37,"A beautifully crafted recovery medallion featuring an intricate engraved design, created to celebrate and honor time in recovery. This solid brass coin can be customized with years or days clean, making it a meaningful keepsake for milestones along the journey.",261,The Mandala Token,,About This Token,About This Token,1,3,864,1,200,Non-indexable,canonical → https://custommilestones.com/products/the-mandala-token,DUPLICATE TITLE; META LEN 261 (want 120-158); NON-INDEXABLE (canonical → https://custommilestones.com/products/the-mandala-token),,,,,,,
https://custommilestones.com/resources/glossary/abstinence,,0,,0,404,,,,1,3,20,1,404,Non-indexable,status 404,MISSING TITLE; MISSING META; THIN (20w); NON-INDEXABLE (status 404),,,,,,,
https://custommilestones.com/products/the-sun-flower-token?_pos=1&_sid=ad722eebc&_ss=r&q=Sunflower,The Sun Flower Token | Custom Milestones,40,"This handcrafted Narcotics Anonymous Sun Flower medallion features detailed 3D engraving on solid brass, symbolizing growth, hope, and recovery. Customizable with clean time and meaningful quotes, it’s a timeless keepsake honoring one day—or many years—at a time.",263,The Sun Flower Token,,About This Token,About This Token,1,3,989,1,200,Non-indexable,canonical → https://custommilestones.com/products/the-sun-flower-token,DUPLICATE TITLE; META LEN 263 (want 120-158); NON-INDEXABLE (canonical → https://custommilestones.com/products/the-sun-flower-token),,,,,,,
https://custommilestones.com/recovery-gifts,Recovery Gifts — Meaningful Sobriety Gifts | Custom Milestones,62,"Find meaningful recovery gifts for someone celebrating sobriety. Handcrafted tokens, personalized coins, and milestone gifts that honor their journey.",150,Recovery Gifts,,Why Recovery Tokens Make the Best Gifts,Gift Ideas by Occasion,1,3,695,11,200,Indexable,,,,,,,,,
https://custommilestones.com/resources/glossary/accountability,,0,,0,404,,,,1,3,20,1,404,Non-indexable,status 404,MISSING TITLE; MISSING META; THIN (20w); NON-INDEXABLE (status 404),,,,,,,
https://custommilestones.com/resources/glossary/big-book,,0,,0,404,,,,1,3,20,1,404,Non-indexable,status 404,MISSING TITLE; MISSING META; THIN (20w); NON-INDEXABLE (status 404),,,,,,,
https://custommilestones.com/resources/glossary/milestone,,0,,0,404,,,,1,3,20,1,404,Non-indexable,status 404,MISSING TITLE; MISSING META; THIN (20w); NON-INDEXABLE (status 404),,,,,,,
https://custommilestones.com/resources/glossary/sober-birthday,,0,,0,404,,,,1,3,20,2,404,Non-indexable,status 404,MISSING TITLE; MISSING META; THIN (20w); NON-INDEXABLE (status 404),,,,,,,
https://custommilestones.com/resources/glossary/gratitude-list,,0,,0,404,,,,1,3,20,1,404,Non-indexable,status 404,MISSING TITLE; MISSING META; THIN (20w); NON-INDEXABLE (status 404),,,,,,,
